057,"KCU LUBUK LINGGAU Jln. Yos Sudarso 294-296 Lubuk Linggau 0733-322072, 321322, 321419, 322271","","","2013-04-25",""
058,"KCU BENGKULU Jln. S. Parman No. 66 Bengkulu 0736-21704, 20819, 22987","","","2013-04-25",""
059,"KCP A. Yani Jln. A. Yani 41 C Pekanbaru 0761-32376, 32525","","","2013-04-25",""
060,"KCP Pingit Jln. Magelang 188 (d/h No. 170) Yogyakarta 0","","","2013-04-25",""
061,"KCU BATAM Jln. Raja Ali Haji 18, Sei Jodoh Batam 0778-421222 (hunting)","","","2013-04-25",""
063,"KCP Suniaraja Jln. Suniaraja Timur 49 Bandung 0","","","2013-04-25",""
064,"KCP Pucang Anom Jln. Pucang Anom Timur 18 Surabaya 031-5023571-72, 5023574, 5025684,","","","2013-04-25",""
065,"KCU KELAPA GADING Jln. Kelapa Gading Boulevard Raya Blok L No.1 Jakarta 021-45850123 (hunting), 45850101 (","","","2013-04-25",""
066,"KCU BEKASI Jln. Ir. H. Juanda 54 Bekasi 021-8802266, 8802377, 8803034","","","2013-04-25",""
067,"KCP Ciputat Jln. Ir H. Juanda 5 Ciputat 021-7431003, 7444023, 7444025","","","2013-04-25",""
068,"KCP Pasar Kenari Jln. Kenari II/8 Jakarta 021-3900543-44, 3900763","","","2013-04-25",""
069,"KCU MUARA KARANG Jln. Muara Karang Timur Blok B VIII No.116-117 Jakarta 021-6603032 (hunting), 6679790 (hu","","","2013-04-25",""
070,"KCP Melawai Jln. Melawai Raya 165 Blok C 1-3 Jakarta 021-7203033, 7254201","","","2013-04-25",""
071,"KCP Fatmawati Jln. RS Fatmawati 1 Jakarta 021-7500199, 7503675","","","2013-04-25",""
072,"KCP Tunjungan Center Komp. Pert. Tunjungan Center, Jln. Tunjungan 3 Surabaya 031-5314482-83, 5314494-95","","","2013-04-25",""
073,"KCP Tomang Tol Jln. Arjuna Kav. 8 A/1 Jakarta 021-5666694, 5685976-77","","","2013-04-25",""
074,"KCP Jembatan Dua Jln. Jembatan Dua 82 BB-BC Jakarta 021-6604438-40","","","2013-04-25",""
075,"KCP Sabang Jln. H. Agus Salim 57 B Jakarta 021-31922488","","","2013-04-25",""
076,"KCP Tanjung Duren Jln. Tanjung Duren 3 Jakarta 021-5668683-87, 5668690-92","","","2013-04-25",""
078,"KCP Pasar Klewer Kios Pasar Klewer Bok H 2-4 Solo 0271-655778, 655779, 647301","","","2013-04-25",""
079,"KCP Pasar Legi Kios Pasar Legi 167-171 Solo 0271-648505, 641466, 651875","","","2013-04-25",""
080,"KCP Weleri Jln. Terminal Colt 4, Weleri Kendal 0294-641343, 641336","","","2013-04-25",""
082,"KCP Glodok Plaza Pertokoan Glodok Plaza Blok E/7-8, Jln. Pinangsia Raya 1 Jakarta 021-2601123-26, 2601139-41","","","2013-04-25",""
083,"KCP Jayakarta Jln. P. Jayakarta 26 Blok A/2-3 Jakarta 021-6499960 (hunting)","","","2013-04-25",""
084,"KCU WISMA ASIA Wisma Asia, Jln. S. Parman Kav. 79 Jakarta 021-5638888 (hunting)","","","2013-04-25",""
085,"KCP Sudirman Jln. Sudirman 239-241 Bandung 0","","","2013-04-25",""
086,"KCP Riau Jln. Laks.R.E Martadinata 92 Bandung 0","","","2013-04-25",""
087,"KCP Sungkono Komp. Darmo Park I No.4-6, Jln. Mayjen Sungkono Surabaya 031-5671483, 5681654, 5683202, 568","","","2013-04-25",""
088,"KCU DARMO Jln. Raya Darmo 5 Surabaya 031-5671003-08 (hunting)","","","2013-04-25",""
091,"KCP Senen Pusat Perdagangan Senen Blok I, lt. IV No.14 & 15 Jakarta 021-4210758 (hunting)","","","2013-04-25",""
092,"KCP Tebet Gedung Gajah Tebet Unit N & O, Jln. Dr. Sahardjo Raya 111 Jakarta 021-83792161-64","","","2013-04-25",""
093,"KCP Sunter Jln. Agung Utara Raya Blok A 360 D No.50-51, Sunter Agung Jakarta 021-64716327, 6518755","","","2013-04-25",""
094,"KCU RAWAMANGUN Jln. Paus 81 Jakarta 021-4750073, 4750075, 4894602","","","2013-04-25",""
095,"KCU BOGOR Jln. Ir Juanda 28 Bogor 0251-314411 (hunting)","","","2013-04-25",""
096,"KCU CILACAP Jln. A. Yani 118 Cilacap 0282-535120-21, 531281","","","2013-04-25",""
099,"KCP Banjaran-Adiwerna Jln. Raya Utara 304, 306 Tegal 0283-443430, 443730","","","2013-04-25",""
100,"KCP Pasar Turi Komp.Sinar Galaxy, Jln. Pasar Turi 42 Surabaya 031-3530822, 3530829","","","2013-04-25",""
101,"KCP Kapas Krampung Jln. Kapas Krampung 126-126A-B Surabaya 031-5032213, 5030661 (hunting), 50","","","2013-04-25",""
102,"KCP Pasar Atum Pasar Atum Mall, Lantai 2 Stand No. BA-1 s/d BA-7, Jln. Stasiun Kota No. 7A Surabaya 031-3530927","","","2013-04-25",""
103,"KCP Kedungdoro Jln. Kedungdoro 118 Surabaya 031-5321787, 5345161, 5345518, 531","","","2013-04-25",""
105,"KCP Jembatan Lima Jln. KH. Moch. Mansyur 15 F Jakarta 021-6323430 (hunting)","","","2013-04-25",""
106,"KCP Pintu Air Jln. Pintu Air 36 Q Jakarta 021-3456366 (hunting)","","","2013-04-25",""
107,"KCP Mangga Dua Surabaya Jln. Jagir Wonokromo 100, Pertokoan Mangga Dua Blok B-6 No.1 Surabaya 031-8474880, 8417077, 8491093-94","","","2013-04-25",""
108,"KCU TANGERANG Jln. Kisamaun No. 57 Tangerang 021-5521125","","","2013-04-25",""
109,"KCP Karawang Jln. Panatayuda 1 No. 37 Karawang 0264-403674, 403774, 403974","","","2013-04-25",""
111,"KCP Penjernihan Jln. Penjernihan I No.23 Jakarta 021-5719050 (hunting)","","","2013-04-25",""
114,"KCP Dempo Jln. Lingkaran I Dempo Luar No. 312 H Palembang 0711-366484, 366507","","","2013-04-25",""
115,"KCP Lemabang Jln. Yos Sudarso 128/4F Palembang 0711-710979, 713746","","","2013-04-25",""
116,"KCP Ruko Rajawali Jln. Veteran No. 938 Palembang 0711-351350","","","2013-04-25",""
117,"KCP Metro Komp. Pertokoan Sumur Bandung Blok C 9-10 Metro Lampung 0725-47401, 47402","","","2013-04-25",""
118,"KCP Sungai Liat Jln. Muhidin 1, Sungai Liat Bangka 0717-92291, 92381","","","2013-04-25",""
119,"KCU JAMBI Jln. Dr. Sutomo 50-50A Jambi 0741-21116 (hunting)","","","2013-04-25",""
122,"KCU MAGELANG Jln. A. Yani 1 Magelang 0293-367777 (hunting)","","","2013-04-25",""
126,"KCP Mangkubumi Jln. P. Mangkubumi 5-7 Yogyakarta 0","","","2013-04-25",""
127,"KCP Kepa Duri Jln. Mangga Raya 20 Jakarta 021-5663978 (hunting)","","","2013-04-25",""
128,"KCP Pasar Minggu Jln. Raya Pasar Minggu 6 Jakarta 021-7974306 (hunting)","","","2013-04-25",""
130,"KCP Manyar Pert.Manyar MI.Plz,Blok D14-15,Jl.Ngagel JayaSelatan Surabaya 031-5020618-19, 5012138","","","2013-04-25",""
134,"KCU CIREBON Jln. Yos Sudarso 27 Cirebon 0231-232701, 234348-9","","","2013-04-25",""
135,"KCP Ubud Jln. Raya Ubud 10 Gianyar 0361-975957-59","","","2013-04-25",""
137,"KCP Lembang Jln. Pasar Baru 8 Bandung 022-2786171, 2786311","","","2013-04-25",""
138,"KCP Ciamis Jln. A. Yani 33 Ciamis 0265-771428, 771633-34","","","2013-04-25",""
139,"KCP Cimahi Jln. Cimahi 533 Bandung 0","","","2013-04-25",""
140,"KCP Pare Jln. P.B Sudirman 2 ( Jln. Kediri ) Pare 0354-391750, 394288, 391520","","","2013-04-25",""
143,"KCP Boyolali Jln. Kates No. 149 Boyolali 0273-321468, 322164","","","2013-04-25",""
144,"KCP Juanda Jln. Ir Juanda 73-75 Pekanbaru 0761-32198, 32998","","","2013-04-25",""
145,"KCP Gatot Subroto Graha BIP Lt.Dasar, Jln. Gatot Subroto Kav.23 Jakarta 021-2500171 (hunting)","","","2013-04-25",""
148,"KCU GARUT Jln. Ciledug 162 Garut 0262-231304 (hunting)","","","2013-04-25",""
151,"KCP Kenten Jln. MP. Magkunegara No. 016-017 Palembang 0711-316928, 360972","","","2013-04-25",""
152,"KCP Kertajaya Jln. Kertajaya 35 Surabaya 031-5033637, 5037880-82","","","2013-04-25",""
153,"KCP Singosaren Komp. Singosaren Plaza, Jln. Dr. Rajiman 169 Solo 0271-642331, 647531, 661690","","","2013-04-25",""
156,"KCP Sunda Mall Jln. Sunda 50-54 Bandung 022-4208886, 4208890","","","2013-04-25",""
157,"KCP Sumbersari Jln. Sumbersari T 12 No.23 Bandung 022-619935, 630568, 673136-38","","","2013-04-25",""
160,"KCP Mangga Dua Pst.Perd.Grosir Psr Pagi Lt.2 Bl.KA No.001A-B,002&012,Jl.Arteri M.D. Jakarta 021-6599380","","","2013-04-25",""
161,"KCP Mangga Besar Jln. Raya Mangga Besar 15 Jakarta 021-6008302-05, 6297582","","","2013-04-25",""
162,"KCP Taman Ratu Komp.Taman Ratu Blok B 5/8 Jakarta 021-5651070, 5657375","","","2013-04-25",""
163,"KCP Pemuda Jln. Pemuda No. 17 Padang 0751-34161, 33427","","","2013-04-25",""
164,"KCP Kalimalang Jln. Inspeksi Kav. PTB Blok A 2 No. 2 C-D Jakarta 021-8642050 (hunting), 8642052-53,","","","2013-04-25",""
165,"KCP Kramat Jati Jln. Raya Bogor Blok A muka No.17-19 Jakarta 021-8094485, 8093326","","","2013-04-25",""
166,"KCP Cimanggis Jln. Raya Bogor Km. 29, Cimanggis Cibinong 021-8711571, 8711575","","","2013-04-25",""
167,"KCP Graha Cibinong Ruko Graha Cibinong Blok D 6 dan D 7, Jln. Raya Cibinong No. 43 Cibinong 021-87914505, 87906162, 87914366","","","2013-04-25",""
168,"KCU PLUIT Jln. Pluit Selatan 200 Jakarta 021-6601718 (hunting)","","","2013-04-25",""
169,"KCP Ahmad Dahlan Jln. KH.A.Dahlan No. 27 Yogyakarta 0274-377115, 373393, 412143, 419928","","","2013-04-25",""
170,"KCP Tomohon d/a Kolongan, Jln. Raya Tomohon 10 Manado 0431-","","","2013-04-25",""
171,"KCP A. Yani Jln. Jend. A. Yani 1 A Pontianak 0561-","","","2013-04-25",""
174,"KCP Kebon Kembang Jln. Dewi Sartika 36 Bogor 0251-321237, 314484, 328784","","","2013-04-25",""
175,"KCP Binjai Jln. Jend. Sudirman No. 80-82 Binjai 061-8822071, 8821061, 8821807, 882","","","2013-04-25",""
176,"KCP Kopo Jln. Kopo 26 A-B Bandung 022-6033127 (hunting)","","","2013-04-25",""
177,"KCU MADIUN Jln. Jend. Sudirman 79-81 Madiun 0351-463443 (hunting","","","2013-04-25",""
178,"KCP Permata Hijau Pertokoan Permata Hijau Blok D No. C27-28 dan B22 Jakarta 021-5308692, 5308694, 5308698","","","2013-04-25",""
179,"KCP KHM Mansyur Jln. KHM Mansyur 246 A & B Jakarta 021-6254641 (hunting)","","","2013-04-25",""
182,"KCU GANG TENGAH Jln Gang Tengah 88 Semarang 024-3516854, 3516856","","","2013-04-25",""
183,"KCU CIANJUR Jln. Hos Cokroaminoto 56-58 Cianjur 0263-262182, 262158, 262067-69","","","2013-04-25",""
187,"KCP Perak Jln. Perak Barat 267 Surabaya 031-3291529, 3293439, 329398384","","","2013-04-25",""
188,"KCP Kusumabangsa Jln. Kusumabangsa 37 Surabaya 031-5320267, 5320265, 5344383, 534","","","2013-04-25",""
190,"KCP Kertopaten Jln. Pegirian 114 Surabaya 031-3716084, 3721247, 3765950","","","2013-04-25",""
191,"KCU BALIKPAPAN Jln. Jend. Sudirman 139 Balikpapan 0542-","","","2013-04-25",""
194,"KCU PANGERAN JAYAKARTA Jln. Pangeran Jayakarta No.127 Jakarta 021-2601151, 2601152","","","2013-04-25",""
195,"KCP Asia Jln. Asia 130 Medan 061-7365800 (hunting)","","","2013-04-25",""
197,"KCP Cipanas Komp. Hotel Pendawa A 3-4, Jln. Raya Sidanglaya Cianjur 0263-513089, 513178","","","2013-04-25",""
198,"KCU DAAN MOGOT Jln. Daan Mogot No. 95 Jakarta 021-5663824-28","","","2013-04-25",""
202,"KCP Sweta-Lombar Jln. Sandubaya, Sweta Mataram 0370-","","","2013-04-25",""
204,"KCP Bukit Cinere Indah Jln. Cinere Raya Blok NA - 18 C Depok 021-7532241","","","2013-04-25",""
205,"KCU MENARA BCA Menara BCA, Grand Indonesia Lt. 28 Jln. MH Thamrin No. 1 Jakarta 021-23588000 (hunting)","","","2013-04-25",""
206,"KCU THAMRIN Menara BCA, Grand Indonesia, Jln. MH Thamrin No. 1 Jakarta 021-23588000 (hunting)","","","2013-04-25",""
208,"KCP Ciawi Jln. Raya Ciawi 151 Tasikmalaya 0265-455018-19","","","2013-04-25",""
209,"KCP Pasar Wetan Jln. Pasar Wetan 91 Tasikmalaya 0265-330804, 332019, 335050","","","2013-04-25",""
210,"KCP Monginsidi Jln. Wolter Monginsidi No. 129 Jakarta 021-2700188, 2700490-93","","","2013-04-25",""
211,"KCP Ancol Jln. Parang Tritis Blok A VI No.3B-3C Jakarta 021-6902191, 6909190","","","2013-04-25",""
212,"KCP Gunung Sahari Pert.Gunung Sahari Indah Blok B/11-12, Jl.Raya Gunung Sahari 13 Jakarta 021-6459965 (hunting)","","","2013-04-25",""
213,"KCP Kapasan Jln. Kapasan 155 Surabaya 031-3762836, 3760175, 3760074-75","","","2013-04-25",""
214,"KCP Tidar Jln. Tidar 109 Surabaya 031-5319351, 5459062-63","","","2013-04-25",""
215,"KCP Undaan Jln. Undaan Wetan 46 F Surabaya 031-5456633-34","","","2013-04-25",""
216,"KCP Pondok Chandra Komp. Pertokoan Pondok Chandra, Jln. Palem TC 09 Surabaya 031-8666842, 8666928","","","2013-04-25",""
217,"KCU KUNINGAN Gedung Menara Karya Ground Floor, Jln. HR Rasuna Said Blok X-5 Kav. 1-2 Jakarta 021-57944500","","","2013-04-25",""
218,"KCU BLOK A CIPETE Jln. RS Fatmawati 6 A Jakarta 021-7658605 (hunting)","","","2013-04-25",""
219,"KCP Radio Dalam Jln. Radio Dalam Raya No. 5 B-C Jakarta 021-7245318 (hunting)","","","2013-04-25",""
220,"KCP Nangka Jln Nangka 72 B Pekanbaru 0761-32842, 34338","","","2013-04-25",""
221,"KCP Menara Imperium Jln. HR Rasuna Said Kav.01 Jakarta 021-8356383-87","","","2013-04-25",""
222,"KCP Ungaran Ungaran Square Blok A3-A4, Jln. Gatot Subroto Ungaran 024-6923031, 6923041, 6921559","","","2013-04-25",""
223,"KCP Pamanukan Jln. Ion Martasasmita No. 37 Subang 0260-551289, 551393","","","2013-04-25",""
224,"KCP Batu Ceper Jln. Batu Ceper Raya 18 A-B Jakarta 021-3853383 (hunting)","","","2013-04-25",""
226,"KCP Kembang Jepun Jln. Kebang Jepun 55 Surabaya 031-3523444-5, 3526430","","","2013-04-25",""
227,"KCP Kelapa Gading Jln. Kelapa Gading Boulevard Blok FX No.9-10 Jakarta 021-4524913, 4532801-02","","","2013-04-25",""
228,"KCP Mayestik Jln. Kiai Maja 77, Kebayoran Baru Jakarta 021-7205968 (hunting)","","","2013-04-25",""
229,"KCP Palmerah Jln. Palmerah Barat 38 A Jakarta 021-5481108 (hunting)","","","2013-04-25",""
230,"KCU KALIMALANG Jln. Tarum Barat Blok E No. 5 Jakarta 021-8643295 (hunting)","","","2013-04-25",""
231,"KCU PURWAKARTA Jln. Jend. Sudirman 85 Purwakarta 0264-201311 (hunting)","","","2013-04-25",""
232,"KCP Ampenan Jln. Yos Sudarso No. 26 & 28 Mataram 0370-636462","","","2013-04-25",""
233,"KCP Setiabudi Jln. Setiabudi 146 Bandung 022-2034547, 2035065","","","2013-04-25",""
236,"KCP Negara Jln. Ngurah Rai 83 Negara 0365-48283, 41480-81","","","2013-04-25",""
237,"KCP Pondok Indah Jln. Metro Pondok Indah UA 60 & 61 Jakarta 021-7505601, 7507196, 7507253","","","2013-04-25",""
238,"KCU PEKALONGAN Jln. Diponegoro 27 Pekalongan 0285-424783 (hunting),","","","2013-04-25",""
240,"KCP Cengkeh Jln. Cengkeh 21-21A Jakarta 021-6905245-48","","","2013-04-25",""
241,"KCP Jembatan Merah Jln. Mangga Besar 177 C Jakarta 021-6006745 (hunting), 6592500","","","2013-04-25",""
242,"KCP Pulau Brayan Jln. Kol. Yos Sudarso 223 J Medan 061-6615800 (hunting)","","","2013-04-25",""
243,"KCP ABC Jln. ABC 18 Bandung 022-4235850, 4241793, 4234919","","","2013-04-25",""
244,"KCP Pluit Kencana Jln. Taman Pluit Kencana Selatan No. 1-3 Jakarta 021-6604691, 6690778","","","2013-04-25",""
246,"KCP Siliwangi Jln. Jend. Sudirman 39 Semarang 024-7601435, 7605611","","","2013-04-25",""
247,"KCP Jepara Jln. Pemuda 28-32 Jepara 0291-592392-592395 (hunting)","","","2013-04-25",""
248,"KCP Pasar Kebayoran Lama Jln. Kebayoran Lama 174 Jakarta 021-2700436-38","","","2013-04-25",""
250,"KCP Kedungwuni Komp.Ruko Kw.Permai, Jln.Raya Kedungwuni Blok A 6 Pekalongan 0285-85408-09, 85412, 85301","","","2013-04-25",""
251,"KCP Wiradesa Komp. Ruko Wiradesa Indah, Jln. Raya Wiradesa 100F Pekalongan 0285-24527, 25375-76","","","2013-04-25",""
252,"KCP MT Haryono Jln. MT Haryono 657 Semarang 0","","","2013-04-25",""
253,"KCU GREEN GARDEN Perum. Green Garden Blok A.7 No.33-34 Jakarta 021-5824488, 5817342","","","2013-04-25",""
254,"KCP Abul Hasan Jln. KH Abul Hasan 8-9 Samarinda 0541-202468 (hunting)","","","2013-04-25",""
255,"KCP Menara Mulia Gedung Menara Mulia Lt.Dasar, Jln. Gatot Subroto Kav.9-11 Jakarta 021-5268472-75","","","2013-04-25",""
256,"KCP Semut Jln. Bongkaran 17-19 Surabaya 031-3520610, 3530416-18-19, 354231","","","2013-04-25",""
257,"KCP Baturaja Jln. Jend. Sudirman 15-16 Baturaja 0735-320233, 321013, 320790, 321601","","","2013-04-25",""
258,"KCU DIPONEGORO Jln. Dr Sutomo 118 Surabaya 031-5671243 (hunting)","","","2013-04-25",""
260,"KCP Grogol Permai Pert.Grogol Permai Blok F 3-4, Jln. Prof. Latumenten Jakarta 021-5668671, 5679988, 5668669","","","2013-04-25",""
261,"KCU SURYOPRANOTO Jln. Suryopranoto 40 Jakarta 021-6331742 (hunting), 6304171","","","2013-04-25",""
262,"KCP Hasyim Ashari Jln. KH H. Ashari 5 AA Jakarta 021-6327210, 6327212","","","2013-04-25",""
267,"KCP Cinere Jln. Cinere Raya Blok A/18-19 Sawangan 021-7543388","","","2013-04-25",""
268,"KCP Grogol Muwardi Jln. Muwardi 1/44 Jakarta 021-5665417-19","","","2013-04-25",""
270,"KCP Roxi Mas Pertokoan Roxi Mas Blok C 5/6-8 Jakarta 021-6330687, 6330682","","","2013-04-25",""
272,"KCP Gudang Peluru Komp. Gudang Peluru Blok A No. 23, Jln. Kampung Melayu Besar Jakarta 021-8312431, 8301212","","","2013-04-25",""
273,"KCP Dewi Sartika Jln. Dewi Sartika 189 Jakarta 021-8093875, 8094425","","","2013-04-25",""
274,"KCP Pondok Bambu Pondok Bambu Center Blok A/5-6, Jln. Pahlawan Revolusi 30 Jakarta 021-8611890-94","","","2013-04-25",""
275,"KCP Pulogadung Jln. Raya Bekasi Km.19 No.30 B-C Jakarta 021-4758036, 4759537, 4753148","","","2013-04-25",""
276,"KCP Cempaka Putih Jln. Letjen Suprapto No.30 EF Jakarta 021-","","","2013-04-25",""
277,"KCU TAMAN DUTA MAS Jln. Tubagus Angke No. 10 ABC dan 11 H Jakarta 021-56941971 (hunting)","","","2013-04-25",""
278,"KCP Padalarang Jln. Raya Padalarang Kav.10 Bandung 022-6809095 (hunting)","","","2013-04-25",""
279,"KCP Dewi Sartika Jln. Dewi Sartika No. 58 Bandung 022-4233035","","","2013-04-25",""
280,"KCP Kiaracondong Jln. Kiaracondong 190 Bandung 022-7306080, 7311793, 7311794","","","2013-04-25",""
281,"KCP Rajawali Komp. Rajawali Plaza, Jln. Rajawali Timur 27B Bandung 022-6072852-53","","","2013-04-25",""
282,"KCP Maranatha Jln. Prof. Drg.S. Soemantri 33 Bandung 022-2000351-52","","","2013-04-25",""
283,"KCP Ujung Berung Jln. Ujung Berung 50 Bandung 022-7800619, 7806626","","","2013-04-25",""
284,"KCP Sawah Besar Jln. Sukarjo Wiryopranoto 28 C Jakarta 021-2311388 (hunting)","","","2013-04-25",""
285,"KCP Taman Sari Jln. Taman Sari 47-47A Jakarta 021-2600190 (hunting)","","","2013-04-25",""
286,"KCP Kemang Jln. Raya Kemang No. 60 Jakarta 021-7193323, 7193327, 7193329","","","2013-04-25",""
287,"KCP Kebon Jeruk Komp. Taman Kebon Jeruk, Jln. Meruya Ilir Blok B 6-7 Jakarta 021-5846187 (hunting)","","","2013-04-25",""
288,"KCU PURI INDAH Komp. Puri Indah Blok A/20-22 Jakarta 021-5802635 (hunting)","","","2013-04-25",""
291,"KCU ARTERI PONDOK INDAH Jln. Iskandar Muda 8 EFG Jakarta 021-72793389, 7225234","","","2013-04-25",""
292,"KCP Pasar Tengah Jln. Kartini 20-21, Tanjung Karang Bandar Lampung 0721-251466, 263887","","","2013-04-25",""
293,"KCP Bandar Jaya Jln. Proklamator No. 14 A-B, Bandar Jaya Metro Lampung 0725-25208, 528158","","","2013-04-25",""
294,"KCP Pangeran Antasari Jln. Pangeran Antasari No. 130, Tanjung Baru, Sukabumi Bandar Lampung 0294-772477","","","2013-04-25",""
296,"KCU LHOKSEUMAWE Jln. Merdeka 13-14 Lhokseumawe 0645-41305 (hunting)","","","2013-04-25",""
299,"KCP Kuningan Cirebon Jln. Siliwangi 95 Kuningan 0232-875680-81, 871256","","","2013-04-25",""
300,"KCU PRABUMULIH Jln. Jend. Sudirman 369-370 Prabumulih 0713-323888, 322551, 320788, 325139","","","2013-04-25",""
301,"KCP Bendungan Hilir Jln. Bendungan Hilir 18-19 Jakarta 021-2510916-18, 5708509, 5706665","","","2013-04-25",""
302,"KCP Jatibarang Jln. Mayor Dasuki 93, Jatibarang Indramayu 0234-351050, 351463","","","2013-04-25",""
303,"KCP Indramayu Jln. D.I. Panjaitan No. 69 Indramayu 0234-272802, 275031-33","","","2013-04-25",""
304,"KCP Sindang Laut Cirebon Jln. Cipeujeuh Wetan 26 Cirebon 0231-637820-22","","","2013-04-25",""
305,"KCP Pasar Cikini Gedung Permata Hijau Lt.2 Jln. Pegangsaan Barat 7 A Jakarta 021-2300803-06","","","2013-04-25",""
